,name,m_or_f,namelen
8649,smt rubi,f,8
8650,nisha chinu,f,11
8653,asma khatun,f,11
8655,santosh singal,f,14
8656,tina,f,4
8657,chanchal,f,8
8659,smt. manju,f,10
8660,varsha,f,6
8661,huma khan,f,9
8662,gulbasha,f,8
8664,rahila maqbool,f,14
8665,kajal choudhary,f,15
8666,geeta devi,f,10
8667,swati thakur,f,12
8669,rinki,f,5
8670,chandni,f,7
8671,ruksana,f,7
8672,vivek kumar,f,11
8673,kiran,f,5
8674,nisha,f,5
8676,rajni,f,5
8677,nidhi kumari,f,12
8678,seema simran,f,12
8679,usha devi,f,9
8680,mala devi nisha,f,15
8681,hamida khatun,f,13
8682,aarti,f,5
8684,priyaki rav,f,11
8685,ranu tiwari,f,11
8687,leelawati,f,9
8688,manju devi,f,10
8689,kamla,f,5
8690,arti,f,4
8691,mamta,f,5
8692,anju,f,4
8694,saroj,f,5
8696,rinukanwr,f,9
8697,shalu,f,5
8698,sneha,f,5
8699,komal,f,5
8700,sapna,f,5
8701,sashi,f,5
8702,devki,f,5
8703,priya nandani,f,13
8704,pooja his daughter partigya,f,27
8705,sahin,f,5
8706,asha kumari,f,11
8707,kusum,f,5
8708,archna,f,6
8709,himanshi roshani,f,16
8710,anuradha,f,8
8711,durga,f,5
8712,km sunita,f,9
8713,sony jha,f,8
8714,preety,f,6
8715,rubina,f,6
8716,sangeeta,f,8
8717,madhuri sharma,f,14
8718,shabanm,f,7
8719,meenu chawla,f,12
8720,amar deep kaur,f,14
8721,neelam,f,6
8722,smt sunita,f,10
8723,rajia,f,5
8724,devi,f,4
8725,sita,f,4
8726,rubi,f,4
8727,priyansi,f,8
8728,nandu,f,5
8729,nazmin,f,6
8731,ramvati,f,7
8732,afsana,f,6
8733,farida begam,f,12
8734,simran,f,6
8735,ranita,f,6
8737,asha,f,4
8738,soniya,f,6
8740,sushma,f,6
8741,ranjana,f,7
8742,benjir heena mohd.,f,18
8743,salma,f,5
8744,rukshana,f,8
8745,palak,f,5
8747,fahija,f,6
8748,reeta,f,5
8749,noojo khatoon,f,13
8750,chaya,f,5
8751,sakila,f,6
8752,rehana,f,6
8753,radha devi,f,10
8754,kumari komal,f,12
8755,neha siddiki,f,12
8756,geeta,f,5
8758,smt. anju,f,9
8759,swati,f,5
8760,roshini praveen,f,15
8761,shilpa,f,6
8762,sudha kumari,f,12
8763,afrin,f,5
8765,batloon wo garib ulla,f,21
8766,anjum devi,f,10
8767,smt dhapa devi,f,14
8768,yogita,f,6
8769,mohini,f,6
8772,maya,f,4
8774,yashoda,f,7
8777,ramaiya,f,7
8778,kamli,f,5
8780,laxmi,f,5
8781,bulbul devi,f,11
8785,ruksana bano with her son or daughter,f,37
8787,sweety,f,6
8789,captain,f,7
8790,kumari priyanka agarwal,f,23
8791,rekha boby,f,10
8792,akansha,f,7
8794,sefali sweta,f,12
8795,khshbu,f,6
8798,paramjeet kaur,f,14
8800,neelima,f,7
8801,deepti,f,6
8802,rajkumari,f,9
8803,pooja kanwar,f,12
8804,rizwana khatun,f,14
8806,gulnanj,f,7
8807,archana,f,7
8808,rajni devi,f,10
8809,dipti,f,5
8810,araddhna,f,8
8811,bharti,f,6
8812,ku dolly,f,8
8813,meena devi,f,10
8814,payal,f,5
8815,divya kawar,f,11
8816,laxmi kumari,f,12
8817,babli,f,5
8819,badrunisha,f,10
8820,varsa,f,5
8822,ekta chauhan,f,12
8824,minakshi,f,8
8825,nasima reshma,f,13
8827,juneb bano,f,10
8828,parerna,f,7
8829,alka,f,4
8830,gungun,f,6
8831,sonia tiwari,f,12
8832,muskan,f,6
8833,smt.kiswar jahan,f,16
8834,vandhna,f,7
8835,santosh bai,f,11
8837,smt. annpurna,f,13
8838,saneha,f,6
8839,monika rani,f,11
8840,reema jha,f,9
8841,kumari meera,f,12
8842,yashika,f,7
8843,tapsam,f,6
8844,khusboo,f,7
8845,ishika,f,6
8846,partibha,f,8
8847,narbada,f,7
8849,rinku kumari,f,12
8850,renu,f,4
8851,deepika,f,7
8852,spana,f,5
8853,rita roy,f,8
8854,reshma,f,6
8855,samaiali,f,8
8856,priyanka sagar,f,14
8857,samreen,f,7
8859,pankaj,f,6
8860,roshan,f,6
8861,gul afshan,f,10
8862,shana,f,5
8863,nagma,f,5
8864,tanuja,f,6
8866,gunjan verna,f,12
8868,khusbhu,f,7
8869,lakhi devi,f,10
8871,nirmal,f,6
8873,reema,f,5
8874,jamrujaha,f,9
8875,anju devi,f,9
8876,puja,f,4
8877,durga devi,f,10
8878,ruchi,f,5
8879,aruna with children,f,19
8882,gulafsa,f,7
8883,smt ladidavi,f,12
8885,gulista,f,7
8886,kumari deepa,f,12
8887,priya urf laxmi devi with her son,f,33
8888,jyoti devi,f,10
8889,kesnata devi rajni,f,18
8890,matul devi,f,10
8891,nainshi,f,7
8892,mubshshira,f,10
8894,neeru,f,5
8895,poornima,f,8
8896,km. guddi,f,9
8897,sunita devi,f,11
8898,shayra,f,6
8899,neelam mehta,f,12
8901,himani,f,6
8903,rashida khatoon,f,15
8905,ruzina khatun,f,13
8906,kajol,f,5
8907,rukmani,f,7
8909,sarita,f,6
8910,poonam yadav,f,12
8911,neelu,f,5
8913,shahnawaj,f,9
8914,rimpy,f,5
8916,seema chauhan,f,13
8917,kumari gori,f,11
8918,chumki,f,6
8919,pooja chawriya,f,14
8922,nirmla devi,f,11
8923,saanu goyal,f,11
8924,smt kaushalya,f,13
8925,divya bharti,f,12
8926,apsana,f,6
8928,bharkah,f,7
8929,deepali,f,7
8930,mudsay,f,6
8931,rubbi,f,5
8934,smt. chancal,f,12
8935,kusuma,f,6
8937,lali deepa,f,10
8939,karishma,f,8
8940,jasoda,f,6
8941,shathi davi,f,11
8943,menadevi,f,8
8944,sut. suman khatik,f,17
8946,shrishti,f,8
8947,jyoty,f,5
8948,gudya singh,f,11
8949,laxami,f,6
8950,meghana,f,7
8951,kangana,f,7
8952,garima,f,6
8953,nandni,f,6
8954,lalita devi,f,11
8955,nazrin,f,6
8956,saraswati,f,9
8957,bhatri,f,6
8958,mobsheera haider shadiya,f,24
8959,montu,f,5
8960,madhu,f,5
8961,mudrika,f,7
8962,devi sharma,f,11
8963,gytri garg,f,10
8964,shashi kajal,f,12
8966,swati singh,f,11
8968,khushi,f,6
8969,kureja,f,6
8971,gyatri,f,6
8972,raj rani,f,8
8973,ridhima,f,7
8974,rekha kumari,f,12
8975,nisha hajra,f,11
8976,naseeba,f,7
8977,isha naaz,f,9
8978,jeenat,f,6
8979,ruksana bano,f,12
8980,biwa kumari,f,11
8981,gayatri,f,7
8983,megha bansal,f,12
8984,neni,f,4
8985,surjeet kaur,f,12
8987,parwati,f,7
8988,kanta,f,5
8989,prema devi,f,10
8990,maya kumari,f,11
8991,sajida,f,6
8992,disha,f,5
8994,munni,f,5
8996,ranjeeta,f,8
9000,krishna,f,7
9002,resham yadav,f,12
9003,pavitra,f,7
9004,manpreet kaur preet,f,19
9005,bigan mehto,f,11
9008,aman jeet,f,9
9009,aman,f,4
9010,indra,f,5
9011,devi kanwar,f,11
9015,bimlesh,f,7
9016,chhabi rani dass,f,16
9017,bindiya,f,7
9018,santosh,f,7
9020,sarojini,f,8
9021,phulkana,f,8
9022,krishka,f,7
9023,ilema,f,5
9025,sahiba,f,6
9026,rita,f,4
9027,gayatri rani,f,12
9028,bimla,f,5
9031,parvesh kumari,f,14
9032,manorma,f,7
9034,alam aara,f,9
9035,priti rawat,f,11
9036,kum mamta,f,9
9037,tamsa,f,5
9038,hoor bano,f,9
9039,bhawana jat,f,11
9040,sunita with her daughter,f,24
9041,harneet kaur,f,12
9042,roshani,f,7
9045,sukhbir kaur,f,12
9046,saveta,f,6
9048,rani,f,4
9051,shabana gudiya,f,14
9053,rubby,f,5
9055,chand mundarigeeta,f,18
9056,kinya devi pinu,f,15
9058,kanika sharma,f,13
9059,pallavi,f,7
9061,asgari bagam,f,12
9062,mumtaz babi,f,11
9063,kavita harijan,f,14
9064,anupam,f,6
9065,parniti,f,7
9066,pappy,f,5
9069,diksha rani,f,11
9070,jamila khatoon,f,14
9071,sabhana,f,7
9073,smt laxmi,f,9
9074,rupa verma,f,10
9075,km varsha,f,9
9076,ankita,f,6
9077,namarta,f,7
9079,phoolmani,f,9
9082,anju goyal,f,10
9083,naseem,f,6
9084,hemraj,f,6
9085,ramwati,f,7
9086,imrana,f,6
9087,vaishali,f,8
9088,kripya minch,f,12
9089,pushpa sahu,f,11
9090,sonam bano,f,10
9091,savita,f,6
9092,rashika,f,7
9093,bilke khatoon,f,13
9095,krishnamanisha,f,14
9096,kulli devi,f,10
9098,komal berwal,f,12
9100,chotti jha,f,10
9101,sivani,f,6
9102,shamima,f,7
9103,smt. muslima bibi,f,17
9104,rama sharma,f,11
9105,ranju devi,f,10
9106,sunali,f,6
9107,zahira,f,6
9110,nisha singh,f,11
9111,anjli,f,5
9112,himansi,f,7
9113,reeta and her doughter surabhi,f,30
9114,dharmshila,f,10
9115,hemani,f,6
9116,sunder munni kumari,f,19
9117,smt. lalita devi,f,16
9118,sangeeta mahali,f,15
9119,ranjita devi and his son priyanshu age yrs,f,42
9120,sareen bano,f,11
9121,sonali,f,6
9122,soni,f,4
9124,neelam devi,f,11
9125,vinod gupta,f,11
9126,mamuni,f,6
9128,jyoti pandey,f,12
9131,jaya saini,f,10
9132,poonam mishra,f,13
9133,madam sahnaj,f,12
9134,jeta,f,4
9135,naveena,f,7
9136,anu jain,f,8
9137,padma devi,f,10
9138,puja chauhan,f,12
9139,vinod devi,f,10
9140,ram pyari,f,9
9142,subhdra kumar,f,13
9143,shallu,f,6
9144,ahsamin juhi,f,12
9145,vandna krishma,f,14
9148,kiran vina,f,10
9149,kanti devi,f,10
9150,maya devi,f,9
9151,labbhi,f,6
9153,kamlesh,f,7
9154,kumari aasu,f,11
9157,harpreet kaur,f,13
9158,gauri,f,5
9159,muskhan,f,7
9160,annu sharma,f,11
9161,smt shimla devi,f,15
9162,santoshi,f,8
9163,vinod kumar,f,11
9166,ramli rathore,f,13
9167,beauty khatoon,f,14
9168,sarvesh,f,7
9169,praveena,f,8
9170,reetu,f,5
9173,smt panchi devi urf sita devi,f,29
9176,aarti noni,f,10
9177,maheshar jahan,f,14
9178,sukenta,f,7
9179,sanjana,f,7
9180,maya bai,f,8
9181,rozi sharma,f,11
9182,sajia,f,5
9183,shaving khatoon,f,15
9185,bitoo devi,f,10
9186,genda,f,5
9187,priyanka khushboo,f,17
9188,vidhya,f,6
9189,smt neelam,f,10
9190,aditya negi,f,11
9191,smt. rashni,f,11
9192,gajala,f,6
9194,ravinder kaur asha,f,18
9195,rukhsar,f,7
9197,rehana praveen,f,14
9198,ritika,f,6
9199,ritu shallu,f,11
9200,bhuri devi,f,10
9201,amiraka,f,7
9202,malvika,f,7
9203,priti gujrati,f,13
9204,gotiya gurjar,f,13
9205,shveta,f,6
9206,yasmin,f,6
9207,nirvat,f,6
9208,aaysha,f,6
9210,shikha,f,6
9211,shahna,f,6
9212,dhapu bai,f,9
9213,mausam,f,6
9214,naraini devi,f,12
9215,smt shasi,f,9
9216,smt. lalita,f,11
9217,chinki kanwar,f,13
9218,naryani devi,f,12
9220,rachna,f,6
9221,jagrti,f,6
9222,niti,f,4
9223,pinky,f,5
9224,tarun,f,5
9225,km mamta,f,8
9226,sumirta,f,7
9227,anjila,f,6
9228,smt. parvti devi,f,16
9229,renuka,f,6
9231,savina,f,6
9233,ekta,f,4
9234,poonam neelam,f,13
9235,tanya,f,5
9236,beauty dass,f,11
9237,aayana,f,6
9238,anju kumari,f,11
9239,shabina,f,7
9240,dipika,f,6
9241,urmila with child,f,17
9242,jyoti joshi,f,11
9246,dimple,f,6
9247,sobha veshy,f,11
9248,nasim bano,f,10
9249,smt. nena devi,f,14
9250,sangeeta shah,f,13
9251,farhana,f,7
9252,santok luhar,f,12
9253,aaradhana priyanka,f,18
9254,harshita poswal,f,15
9255,nabila,f,6
9256,kavita devi,f,11
9258,shakuntala sharma,f,17
9259,sony,f,4
9261,aradhana radha,f,14
9262,baby,f,4
9263,nisha ninu,f,10
9264,miss geeta salvi,f,16
9265,miss kamlesh,f,12
9266,smt. seema,f,10
9267,parvesh,f,7
9268,marya,f,5
9269,rojmen,f,6
9270,komal kumari,f,12
9271,sugna,f,5
9272,radikha,f,7
9273,meeta sharma,f,12
9274,manpreet,f,8
9275,saniya,f,6
9276,savitri bai,f,11
9277,farheen,f,7
9278,naina,f,5
9279,shanichari,f,10
9280,monika kanwar,f,13
9281,sangeeta pooja,f,14
9282,priyanka pinki,f,14
9284,krishna wo hiralal,f,18
9285,iqrar,f,5
9286,gali no samta vihar m. pur part ii delhi,f,40
9288,hema khatun,f,11
9289,haseena,f,7
9290,mamita,f,6
9294,pooja do,f,8
9296,supriya,f,7
9297,smt akhtri begam,f,16
9299,marjina,f,7
9300,richa,f,5
9301,rizwana,f,7
9302,salmakhatun,f,11
9303,beera,f,5
9304,nargis,f,6
9306,pooja taneja,f,12
9307,ramdulari gulabu,f,16
9308,sheela,f,6
9311,preeti do daulat ram ro a jj colony madipur,f,43
9312,preeti singh,f,12
9313,gajala parveen,f,14
9314,ranjana singh,f,13
9315,jayanti pooja,f,13
9316,neha parveen,f,12
9318,sagitaharsita,f,13
9319,hyatun mulla,f,12
9321,ms. deepa,f,9
9323,firida,f,6
9324,rajwati,f,7
9325,priyak davi,f,11
9326,tuba fatima,f,11
9327,smt kanchan devi,f,16
9328,radhabai,f,8
9329,renu rajawat,f,12
9330,ramila bai,f,10
9331,najma asma,f,10
9332,noor subha heena,f,16
9334,shusila devi,f,12
9335,ameera lakra,f,12
9336,sona,f,4
9338,vinita,f,6
9340,pooja with child ,f,17
9341,mahadevi,f,8
9342,veenita,f,7
9343,atta,f,4
9344,shivani yadav shalu,f,19
9345,dhola bai,f,9
9346,vijeta sexana,f,13
9347,ku aachal,f,9
9348,kajal shagun,f,12
9350,sajiya katun,f,12
9352,paryanka,f,8
9353,rekha meena,f,11
9354,shanti,f,6
9355,nikita,f,6
9356,naveela,f,7
9358,farzana,f,7
9359,mona,f,4
9360,gulnaj,f,6
9362,amrita,f,6
9363,kamana devi,f,11
9364,ram kali,f,8
9365,yukilal,f,7
9366,urmila,f,6
9367,smt sanjana,f,11
9368,miss leela,f,10
9369,aasha rani,f,10
9372,renu gupta,f,10
9373,wo kundan kumar,f,15
9375,sushmita,f,8
9376,paka kanda swamy,f,16
9377,sanju urf sanjya,f,16
9379,prinka jha,f,10
9380,shipra,f,6
9381,km komal tomar,f,14
9384,gyaan kanwar,f,12
9385,sharda devi,f,11
9386,manisha garg,f,12
9387,komal manju,f,11
9388,huma nureen jahra,f,17
9389,anjara vicky,f,12
9390,sarla,f,5
9391,meera devi,f,10
9392,masuma khatun manju,f,19
9393,jinat,f,5
9395,ravina,f,6
9397,kumari priyanka,f,15
9398,diksha or beby,f,14
9399,chameli,f,7
9400,chanda kumari,f,13
9401,rashi,f,5
9402,yogeshwari goyait,f,17
9403,sweta kumari,f,12
9404,sonu,f,4
9405,santi devi,f,10
9406,sweeti,f,6
9407,shital,f,6
9408,nosi,f,4
9409,pinky verma,f,11
9411,safila,f,6
9412,robi,f,4
9413,kamlesh gordi,f,13
9416,ladli,f,5
9417,mangubai,f,8
9418,sabiya,f,6
9419,devi saraswati sapna,f,20
9420,reena jain,f,10
9421,harshita chobe,f,14
9422,komal panwar,f,12
9423,kamlesh mehto,f,13
9425,ku. meena,f,9
9426,tulsi parashar,f,14
9427,smt. asha,f,9
9428,chanda,f,6
9429,smt.sushil wo fateh singh,f,25
9430,rekha urf annu,f,14
9431,chandra kala,f,12
9432,khusbu,f,6
9434,manju kumari kalbi,f,18
9435,smt munna kumari,f,16
9436,maya kvr,f,8
9437,ganga devi,f,10
9438,ashwani chhabra,f,15
9439,bhumika chettri,f,15
9440,asharani,f,8
9442,gayatri devi,f,12
9444,seeta,f,5
9445,ramesh roat,f,11
9446,kanku dendor meena,f,18
9447,varisha,f,7
9448,bindu,f,5
9449,bhawna,f,6
9450,bindu devi,f,10
9451,vandita,f,7
9452,niru,f,4
9456,bhuri vishnaw,f,13
9459,savita devi wo sandeep patel,f,28
9460,tarannum arshi,f,14
9461,smariti,f,7
9462,savitri devi,f,12
9463,roshni khan,f,11
9464,tahira,f,6
9465,rubo kumari,f,11
9466,dulari,f,6
9468,kali devi,f,9
9469,nand kanvari,f,12
9470,rashmi,f,6
9472,pooja bhandari,f,14
9473,tyara,f,5
9474,sudama,f,6
9475,sushila,f,7
9476,gyarsi,f,6
9478,julekha banu sitara,f,19
9479,urvarshi,f,8
9481,geetu,f,5
9483,bahalen angriya,f,15
9484,bhavana,f,7
9485,abida,f,5
9486,jyoti kumari,f,12
9487,manoj kanwar,f,12
9488,guni divy,f,9
9489,kali charan,f,11
9490,nazreen,f,7
9491,sameena,f,7
9493,ankita singh,f,12
9494,smt. savita,f,11
9495,shima,f,5
9497,smt sanju,f,9
9498,saaniya,f,7
9499,dixya kanwar,f,12
9500,raminder kaur,f,13
9501,sikha,f,5
9502,ragni,f,5
9503,gurpreet,f,8
9504,nena,f,4
9506,gaytri devi,f,11
9507,rita devi,f,9
9508,deepanshi,f,9
9509,narbda,f,6
9511,asmit kaur,f,10
9512,kumari reshma,f,13
9513,preti,f,5
9514,sima,f,4
9515,eshavarya prachi,f,16
9516,anarkali,f,8
9517,manlisa bairwa,f,14
9520,alema,f,5
9521,sudha,f,5
9522,risabh,f,6
9523,bhumika,f,7
9525,ritu,f,4
9526,sapana sharma,f,13
9528,ambika panwan,f,13
9529,yashmin,f,7
9530,bhagwati,f,8
9531,sumalia,f,7
9532,reetima,f,7
9533,dharma devi,f,11
9534,mamta jha,f,9
9535,joyti sharma,f,12
9536,hadisha,f,7
9537,suhani singhal,f,14
9538,meenu,f,5
9539,sangeeta devi,f,13
9540,barti,f,5
9541,poonam sharma,f,13
9542,onginye gift okofor,f,19
9543,reenu,f,5
9544,kumari manjeet,f,14
9548,asha harshita,f,13
9549,nency,f,5
9550,chanderkala,f,11
9551,mamta negi,f,10
9552,kawal kumari,f,12
9554,sarika panjawani,f,16
9555,smt kamlesh,f,11
9557,sanna,f,5
9558,vineta,f,6
9560,kishmat,f,7
9561,smt salina shasina,f,18
9563,anjali nanu,f,11
9564,tamnna,f,6
9565,kiran thapa,f,11
9566,nishu,f,5
9567,lakshmi,f,7
9568,priya rawat,f,11
9569,barkha,f,6
9570,gulshtab,f,8
9571,suchitra,f,8
9572,saira bano,f,10
9573,durga kumari,f,12
9574,kajal sunita,f,12
9575,nikky singh,f,11
9576,smt asha,f,8
9577,sabana bano urf baiesa,f,22
9578,dhakhadevi,f,10
9579,smt. sita,f,9
9580,ambiya,f,6
9581,jyoti gudya,f,11
9582,premwati,f,8
9583,miss kanika,f,11
9584,preeti devi,f,11
9585,ranjana mukharji,f,16
9588,shakeena,f,8
9591,resham,f,6
9592,kumari nenu,f,11
9593,kanchan balai,f,13
9594,sonaki devi,f,11
9595,shila devi,f,10
9596,smt. krishana devi,f,18
9597,smt. resham,f,11
9601,krishana bhandari,f,17
9602,sangeeta kumari,f,15
9603,karamjeet,f,9
9605,ku rube,f,7
9606,deepika sharma,f,14
9607,varsha garg hunny m.no.,f,23
9610,rajshree,f,8
9611,sitra,f,5
9613,aditi,f,5
9614,similata,f,8
9616,rekha harijan,f,13
9617,raveena,f,7
9619,farina,f,6
9623,nanda devi,f,10
9624,mukti,f,5
9625,poga,f,4
9626,gulsana,f,7
9629,bhatari,f,7
9630,niranjan,f,8
9631,shahnaz,f,7
9633,pooja soni,f,10
9636,rinku do harvir singh,f,21
9637,nasim,f,5
9638,smt. kushma devi,f,16
9639,pushpa devi,f,11
9640,shiba,f,5
9641,pavi,f,4
9642,gulfsa,f,6
9644,hina parvin,f,11
9645,sanju bai,f,9
9646,pooja handa,f,11
9647,ashra kaushar,f,13
9648,shabana begam,f,13
9649,anjum,f,5
9650,smt sushma,f,10
9651,arzoo,f,5
9652,shiva bai,f,9
9653,huseni bano,f,11
9654,smt.sehran,f,10
9655,rinesh,f,6
9656,meenu bahadur,f,13
9657,kumari sanju,f,12
9658,harmit kor,f,10
9659,geeta rani barman,f,17
9660,rena bai,f,8
9662,madhuni haldar,f,14
9663,nargis bano,f,11
9664,smt. seema pandya,f,17
9665,ku. neha raj,f,12
9666,suman rani,f,10
9668,sonia devi,f,10
9669,nitasha,f,7
9670,antim,f,5
9671,sushila kapoor,f,14
9672,neha verma deepa,f,16
9673,pinki devi,f,10
9674,rihana,f,6
9675,juhi,f,4
9676,madhuri bhandari,f,16
9677,amina begam,f,11
9678,pooja devi,f,10
9679,kumari arti,f,11
9681,manni bai,f,9
9682,priyanka tirki,f,14
9683,amasi munda,f,11
9684,lata,f,4
9685,chandani urf chanda tara,f,24
9686,tanushri,f,8
9687,komal bharti,f,12
9688,santosh kumari,f,14
9690,bakila w o ankil,f,16
9691,juna do prem bahadur,f,20
9692,namita,f,6
9693,neelam kaur,f,11
9694,urwashi,f,7
9696,mamta bai,f,9
9697,satwanti,f,8
9698,shanu,f,5
9700,aasma,f,5
9701,dev kanwar,f,10
9702,munni devi,f,10
9704,twinkal,f,7
9705,vakila,f,6
9706,saneha sharma,f,13
9707,rajani,f,6
9710,kumari jyoti,f,12
9711,rani devi,f,9
9712,rubina jahan,f,12
9713,smt gulista,f,11
9714,bhavna oad,f,10
9715,birmadevi,f,9
9716,simran bhishat,f,14
9717,laxmi sharma,f,12
9718,sufia,f,5
9719,sonali urf juhi,f,15
9720,krishma,f,7
9721,muli,f,4
9722,firdosh bano asha,f,17
9723,soona bai,f,9
9724,smt seema,f,9
9725,kumari anjali,f,13
9726,smt sudesh davi,f,15
9728,manormapal,f,10
9729,kismat sngu,f,11
9730,suman sabnam,f,12
9732,mahak,f,5
9733,alapna,f,6
9734,goldy,f,5
9735,mohini singh,f,12
9736,mala witrh two child ritik age rohan age yrs,f,44
9737,sehnaj,f,6
9738,alseepa,f,7
9739,jafrin,f,6
9740,leela,f,5
9741,diksha soni,f,11
9742,ram singh,f,9
9743,hema aikka,f,10
9744,diksha,f,6
9745,anjana mahajan,f,14
9746,mariyam,f,7
9747,najrin soniya,f,13
9749,chand tara,f,10
9750,darkash,f,7
9751,noor jah,f,8
9753,anjali kiski,f,12
9754,shiv devi,f,9
9755,tumpa das with a child roma das,f,31
9756,babita khatoon,f,14
9757,mohseena,f,8
9758,khushboo sharma,f,15
9759,shanti bai,f,10
9761,dayawati,f,8
9762,sanjna,f,6
9763,shahnaz khatum,f,14
9765,binnu,f,5
9766,kamla devi,f,10
9767,tumpa,f,5
9768,laxita,f,6
9770,runiya,f,6
9771,jharna,f,6
9774,jyoti gosyami,f,13
9775,mangi bai,f,9
9776,suntia,f,6
9779,ramdulari,f,9
9780,rimjhim,f,7
9781,shruti,f,6
9782,shadhana,f,8
9783,reemi sarkar,f,12
9784,varsha bagalia,f,14
9785,sabnam khatun,f,13
9786,hini bibi,f,9
9787,sangeta,f,7
9788,bharti devi,f,11
9789,nirosha,f,7
9790,kavita bai,f,10
9791,smt. madina,f,11
9792,smt. kanchan devi,f,17
9793,uma,f,3
9794,sama parveen,f,12
9795,asana,f,5
9798,kajal kumari,f,12
9800,geeta komal,f,11
9801,anchal,f,6
9802,kosar bano,f,10
9803,varsha sharma,f,13
9804,megha das,f,9
9806,unknown,f,7
9808,km moni,f,7
9810,saviha,f,6
9813,nikita pahlwani,f,15
9815,sumitra devi,f,12
9816,rashi bansal,f,12
9817,kalpna singh,f,12
9818,uma yadav,f,9
9819,geeta saini,f,11
9820,aazadijully,f,11
9821,maina meenu,f,11
9823,aarifun bivi,f,12
9824,smt deepanshi,f,13
9825,sultana begam,f,13
9826,smt. preeti,f,11
9827,rita rani,f,9
9828,suman kushwah,f,13
9833,frra,f,4
9834,tripti rawat,f,12
9835,chanda devi,f,11
9836,snah lata,f,9
9837,rekha vays,f,10
9838,nehal,f,5
9841,nusrat parveen,f,14
9842,lali nisha,f,10
9843,naseema,f,7
9846,usha parmanand,f,14
9848,smt surbhi,f,10
9849,simranjeet kaur,f,15
9851,vishal,f,6
9852,kumari jeda,f,11
9853,sabenoortamanna,f,15
9854,anusoya,f,7
9855,ashman praveen,f,14
9856,aruna,f,5
9859,deepa singh,f,11
9860,inderjeet kour,f,14
9861,sabeena,f,7
9862,aasha,f,5
9863,smt devli,f,9
9864,smt kala,f,8
9865,nandu bai,f,9
9867,smt narmda,f,10
9870,habiba,f,6
9871,ruby wo,f,7
9872,phalguni,f,8
9874,akash,f,5
9875,marti kalasua,f,13
9876,rubi devi,f,9
9877,veena tandan,f,12
9878,spna,f,4
9879,mehwish,f,7
9881,jasmen,f,6
9884,fareen,f,6
9885,bhanweri,f,8
9886,meenaxi,f,7
9887,preeti chopra,f,13
9888,tanya chopra,f,12
9889,veronika bhinder,f,16
9890,kumari payal sharma,f,19
9891,kumari puja,f,11
9892,sunil kumar,f,11
9893,sumanthra,f,9
9894,gyarsi devi,f,11
9895,anshu gupta,f,11
9896,durgesh suman,f,13
9899,pushapa,f,7
9903,noor jha,f,8
9904,noorjaha,f,8
9905,smt renu,f,8
9907,himanshu,f,8
9908,farjana,f,7
9912,kavita kumari,f,13
9914,gulsan khatoon,f,14
9916,manish,f,6
9917,sakshi soniya,f,13
9918,divya kapoor,f,12
9919,vineeta,f,7
9920,durga bai,f,9
9921,parem devi urf gothi,f,20
9922,pragti,f,6
9923,nimmy,f,5
9925,roshan bai,f,10
9927,sudershan bala,f,14
9928,swata mishra,f,12
9929,reena saini,f,11
9930,kashish,f,7
9931,nidhi,f,5
9932,jannat,f,6
9933,shreemati nirmala padwala,f,25
9934,kumari vinita,f,13
9936,ms. jayanti maid,f,16
9939,veena sharma,f,12
9940,sona bai,f,8
9941,smt nisha,f,9
9943,ku rangeeta,f,11
9944,bandana,f,7
9945,kumari sonu,f,11
9946,krishna devi,f,12
9947,mohsina begum,f,13
9948,jomiya,f,6
9949,gauri rana,f,10
9950,mushkan,f,7
9951,gopi,f,4
9952,jiya batra,f,10
9953,deepti bhargav,f,14
9954,babbu singh,f,11
9957,rini,f,4
9958,smt. pinkimalti devi,f,20
9959,kumari rachana,f,14
9960,lalita kumari,f,13
9961,hina huma,f,9
9962,javitri,f,7
9963,amisha,f,6
9965,jyoti muskan,f,12
9966,deepanshi jain,f,14
9967,ruhi khatoon,f,12
9968,aanya china,f,11
9969,sangita,f,7
9970,gendi,f,5
9971,poonam devi,f,11
9972,sus shri aalabndi,f,17
9973,shabbenour,f,10
9976,sosri bai,f,9
9977,priya sonu do,f,13
9979,susma,f,5
9980,shanawazheena,f,13
9981,jainab,f,6
9982,renu kumari,f,11
9983,mohd aslam,f,10
9984,uzma,f,4
9985,nargish,f,7
9986,mamta begam,f,11
9987,deepa shersht,f,13
9988,priya sonu,f,10
9989,heena huma,f,10
9990,hansa dave,f,10
9991,vijay kumar,f,11
9992,kamlesh kanwar,f,14
9993,kumari praya,f,12
9995,neema rebari,f,12
9996,sinaa bnau,f,10
9997,soni khati,f,10
9998,jashgul kaur,f,12
9999,pooja gujar,f,11
10000,shweta,f,6
10001,alisha khan,f,11
10002,anisha,f,6
10004,saru,f,4
10005,murjina,f,7
10007,honey,f,5
10008,lovely,f,6
10010,suhana baano,f,12
10012,smt rajni,f,9
10013,km vijeta,f,9
10014,rubee,f,5
10015,balalia ngadong,f,15
10017,manno,f,5
10018,shobina,f,7
10019,nikki,f,5
10020,suhani devi,f,11
10021,pooja garg,f,10
10023,sonam sania,f,11
10024,foranta,f,7
10025,pammi,f,5
10026,menu kashyap,f,12
10028,tania parveen,f,13
10029,smt. kanya devi,f,15
10030,ku. kamla yadav,f,15
10031,priyanka das,f,12
10032,ruckmani,f,8
